YEAR,AGG_LEVEL,CAMPUS,REGION,DISTRICT NAME AND NUMBER,CHARTER_STATUS,CAMPNAME AND NUMBER,SECTION,HEADING,HEADNAME,YR23
2022-2023,CAMPUS SUMMARY,101849101,4,ACCELERATED INTERMEDIATE ACADEMY 101849,OPEN ENROLLMENT CHARTER,ACCELERATED INTERDISCIPLINARY ACAD 101849101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,143
2022-2023,CAMPUS SUMMARY,180903001,16,ADRIAN ISD 180903,TRADITIONAL ISD/CSD,ADRIAN SCHOOL 180903001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,130
2022-2023,CAMPUS SUMMARY,180903001,16,ADRIAN ISD 180903,TRADITIONAL ISD/CSD,ADRIAN SCHOOL 180903001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,180903001,16,ADRIAN ISD 180903,TRADITIONAL ISD/CSD,ADRIAN SCHOOL 180903001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,10
2022-2023,CAMPUS SUMMARY,57806101,10,ADVANTAGE ACADEMY 057806,OPEN ENROLLMENT CHARTER,ADVANTAGE ACADEMY 057806101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1160
2022-2023,CAMPUS SUMMARY,57806101,10,ADVANTAGE ACADEMY 057806,OPEN ENROLLMENT CHARTER,ADVANTAGE ACADEMY 057806101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,209
2022-2023,CAMPUS SUMMARY,57806101,10,ADVANTAGE ACADEMY 057806,OPEN ENROLLMENT CHARTER,ADVANTAGE ACADEMY 057806101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,379
2022-2023,CAMPUS SUMMARY,178901101,2,AGUA DULCE ISD 178901,TRADITIONAL ISD/CSD,AGUA DULCE EL 178901101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,183
2022-2023,CAMPUS SUMMARY,178901001,2,AGUA DULCE ISD 178901,TRADITIONAL ISD/CSD,AGUA DULCE H S 178901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,250
2022-2023,CAMPUS SUMMARY,178901001,2,AGUA DULCE ISD 178901,TRADITIONAL ISD/CSD,AGUA DULCE H S 178901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,25
2022-2023,CAMPUS SUMMARY,178901001,2,AGUA DULCE ISD 178901,TRADITIONAL ISD/CSD,AGUA DULCE H S 178901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,44
2022-2023,CAMPUS SUMMARY,15901001,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,ALAMO HEIGHTS H S 015901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1653
2022-2023,CAMPUS SUMMARY,15901001,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,ALAMO HEIGHTS H S 015901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,153
2022-2023,CAMPUS SUMMARY,15901001,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,ALAMO HEIGHTS H S 015901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,319
2022-2023,CAMPUS SUMMARY,15901041,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,ALAMO HEIGHTS J H 015901041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1123
2022-2023,CAMPUS SUMMARY,15901041,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,ALAMO HEIGHTS J H 015901041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,117
2022-2023,CAMPUS SUMMARY,15901041,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,ALAMO HEIGHTS J H 015901041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,210
2022-2023,CAMPUS SUMMARY,15901101,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,CAMBRIDGE EL 015901101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,812
2022-2023,CAMPUS SUMMARY,15901101,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,CAMBRIDGE EL 015901101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,21
2022-2023,CAMPUS SUMMARY,15901101,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,CAMBRIDGE EL 015901101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,28
2022-2023,CAMPUS SUMMARY,15901102,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,HOWARD EL 015901102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,399
2022-2023,CAMPUS SUMMARY,15901104,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,WOODRIDGE EL 015901104,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,917
2022-2023,CAMPUS SUMMARY,15901104,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,WOODRIDGE EL 015901104,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,11
2022-2023,CAMPUS SUMMARY,15901104,20,ALAMO HEIGHTS ISD 015901,TRADITIONAL ISD/CSD,WOODRIDGE EL 015901104,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,21
2022-2023,CAMPUS SUMMARY,250906101,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALBA-GOLDEN EL 250906101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,432
2022-2023,CAMPUS SUMMARY,250906101,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALBA-GOLDEN EL 250906101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,250906101,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALBA-GOLDEN EL 250906101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,250906001,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALBA-GOLDEN H S 250906001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,458
2022-2023,CAMPUS SUMMARY,250906001,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALBA-GOLDEN H S 250906001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,141
2022-2023,CAMPUS SUMMARY,250906001,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALBA-GOLDEN H S 250906001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,344
2022-2023,CAMPUS SUMMARY,250906002,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALTER SCHOOL 250906002,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,250906002,7,ALBA-GOLDEN ISD 250906,TRADITIONAL ISD/CSD,ALTER SCHOOL 250906002,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,209901001,14,ALBANY ISD 209901,TRADITIONAL ISD/CSD,ALBANY JR-SR H S 209901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,248
2022-2023,CAMPUS SUMMARY,209901001,14,ALBANY ISD 209901,TRADITIONAL ISD/CSD,ALBANY JR-SR H S 209901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,209901001,14,ALBANY ISD 209901,TRADITIONAL ISD/CSD,ALBANY JR-SR H S 209901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,209901101,14,ALBANY ISD 209901,TRADITIONAL ISD/CSD,NANCY SMITH EL 209901101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,280
2022-2023,CAMPUS SUMMARY,209901101,14,ALBANY ISD 209901,TRADITIONAL ISD/CSD,NANCY SMITH EL 209901101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,209901101,14,ALBANY ISD 209901,TRADITIONAL ISD/CSD,NANCY SMITH EL 209901101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,101902001,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE H S 101902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,2851
2022-2023,CAMPUS SUMMARY,101902001,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE H S 101902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,759
2022-2023,CAMPUS SUMMARY,101902001,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE H S 101902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,2367
2022-2023,CAMPUS SUMMARY,101902099,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE J J A E P 101902099,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,101902099,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE J J A E P 101902099,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,101902041,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE MIDDLE 101902041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,894
2022-2023,CAMPUS SUMMARY,101902041,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE MIDDLE 101902041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,324
2022-2023,CAMPUS SUMMARY,101902041,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ALDINE MIDDLE 101902041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,1039
2022-2023,CAMPUS SUMMARY,101902101,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ANDERSON ACADEMY 101902101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,722
2022-2023,CAMPUS SUMMARY,101902101,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ANDERSON ACADEMY 101902101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,94
2022-2023,CAMPUS SUMMARY,101902101,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ANDERSON ACADEMY 101902101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,216
2022-2023,CAMPUS SUMMARY,101902015,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,AVALOS P-TECH SCHOOL 101902015,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,437
2022-2023,CAMPUS SUMMARY,101902015,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,AVALOS P-TECH SCHOOL 101902015,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,37
2022-2023,CAMPUS SUMMARY,101902015,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,AVALOS P-TECH SCHOOL 101902015,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,59
2022-2023,CAMPUS SUMMARY,101902126,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BLACK EL 101902126,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,572
2022-2023,CAMPUS SUMMARY,101902126,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BLACK EL 101902126,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,51
2022-2023,CAMPUS SUMMARY,101902126,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BLACK EL 101902126,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,100
2022-2023,CAMPUS SUMMARY,101902014,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BLANSON CTE H S 101902014,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1286
2022-2023,CAMPUS SUMMARY,101902014,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BLANSON CTE H S 101902014,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,178
2022-2023,CAMPUS SUMMARY,101902014,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BLANSON CTE H S 101902014,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,305
2022-2023,CAMPUS SUMMARY,101902131,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BUSSEY EL 101902131,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,546
2022-2023,CAMPUS SUMMARY,101902131,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BUSSEY EL 101902131,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,23
2022-2023,CAMPUS SUMMARY,101902131,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,BUSSEY EL 101902131,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,36
2022-2023,CAMPUS SUMMARY,101902128,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CALVERT EL 101902128,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,587
2022-2023,CAMPUS SUMMARY,101902128,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CALVERT EL 101902128,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,111
2022-2023,CAMPUS SUMMARY,101902128,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CALVERT EL 101902128,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,237
2022-2023,CAMPUS SUMMARY,101902141,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARAWAY EL 101902141,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,623
2022-2023,CAMPUS SUMMARY,101902141,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARAWAY EL 101902141,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,37
2022-2023,CAMPUS SUMMARY,101902141,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARAWAY EL 101902141,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,59
2022-2023,CAMPUS SUMMARY,101902122,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARMICHAEL EL 101902122,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,670
2022-2023,CAMPUS SUMMARY,101902122,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARMICHAEL EL 101902122,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,30
2022-2023,CAMPUS SUMMARY,101902122,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARMICHAEL EL 101902122,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,48
2022-2023,CAMPUS SUMMARY,101902103,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARROLL EL 101902103,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,665
2022-2023,CAMPUS SUMMARY,101902103,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARROLL EL 101902103,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,19
2022-2023,CAMPUS SUMMARY,101902103,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARROLL EL 101902103,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,31
2022-2023,CAMPUS SUMMARY,101902107,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARTER ACADEMY 101902107,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,748
2022-2023,CAMPUS SUMMARY,101902107,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARTER ACADEMY 101902107,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,30
2022-2023,CAMPUS SUMMARY,101902107,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARTER ACADEMY 101902107,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,74
2022-2023,CAMPUS SUMMARY,101902002,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS 101902002,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,780
2022-2023,CAMPUS SUMMARY,101902002,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS 101902002,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,196
2022-2023,CAMPUS SUMMARY,101902002,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS 101902002,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,589
2022-2023,CAMPUS SUMMARY,101902123,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CONLEY EL 101902123,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,388
2022-2023,CAMPUS SUMMARY,101902123,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CONLEY EL 101902123,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,13
2022-2023,CAMPUS SUMMARY,101902123,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CONLEY EL 101902123,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,16
2022-2023,CAMPUS SUMMARY,101902136,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CYPRESSWOOD EL 101902136,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,840
2022-2023,CAMPUS SUMMARY,101902136,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CYPRESSWOOD EL 101902136,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,37
2022-2023,CAMPUS SUMMARY,101902136,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,CYPRESSWOOD EL 101902136,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,98
2022-2023,CAMPUS SUMMARY,101902012,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DAVIS H S ALDINE 101902012,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,3398
2022-2023,CAMPUS SUMMARY,101902012,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DAVIS H S ALDINE 101902012,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,1137
2022-2023,CAMPUS SUMMARY,101902012,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DAVIS H S ALDINE 101902012,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,3409
2022-2023,CAMPUS SUMMARY,101902155,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DE SANTIAGO EC/PK/K 101902155,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,673
2022-2023,CAMPUS SUMMARY,101902042,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DREW ACADEMY 101902042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,402
2022-2023,CAMPUS SUMMARY,101902042,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DREW ACADEMY 101902042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,111
2022-2023,CAMPUS SUMMARY,101902042,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DREW ACADEMY 101902042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,271
2022-2023,CAMPUS SUMMARY,101902124,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DUNN EL 101902124,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,870
2022-2023,CAMPUS SUMMARY,101902124,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DUNN EL 101902124,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,70
2022-2023,CAMPUS SUMMARY,101902124,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,DUNN EL 101902124,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,131
2022-2023,CAMPUS SUMMARY,101902137,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ECKERT EL 101902137,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,615
2022-2023,CAMPUS SUMMARY,101902137,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ECKERT EL 101902137,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,37
2022-2023,CAMPUS SUMMARY,101902137,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ECKERT EL 101902137,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,65
2022-2023,CAMPUS SUMMARY,101902004,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,EISENHOWER H S 101902004,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,3088
2022-2023,CAMPUS SUMMARY,101902004,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,EISENHOWER H S 101902004,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,778
2022-2023,CAMPUS SUMMARY,101902004,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,EISENHOWER H S 101902004,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,1972
2022-2023,CAMPUS SUMMARY,101902121,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ERMEL EL 101902121,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,485
2022-2023,CAMPUS SUMMARY,101902121,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ERMEL EL 101902121,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,101902121,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ERMEL EL 101902121,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,10
2022-2023,CAMPUS SUMMARY,101902138,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ESCAMILLA EL 101902138,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,856
2022-2023,CAMPUS SUMMARY,101902138,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ESCAMILLA EL 101902138,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,27
2022-2023,CAMPUS SUMMARY,101902138,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,ESCAMILLA EL 101902138,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,67
2022-2023,CAMPUS SUMMARY,101902105,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,FRANCIS EL 101902105,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,959
2022-2023,CAMPUS SUMMARY,101902105,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,FRANCIS EL 101902105,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,112
2022-2023,CAMPUS SUMMARY,101902105,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,FRANCIS EL 101902105,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,195
2022-2023,CAMPUS SUMMARY,101902053,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GARCIA MIDDLE 101902053,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1160
2022-2023,CAMPUS SUMMARY,101902053,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GARCIA MIDDLE 101902053,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,321
2022-2023,CAMPUS SUMMARY,101902053,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GARCIA MIDDLE 101902053,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,989
2022-2023,CAMPUS SUMMARY,101902163,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GARCIA-LEZA EC/PK/K 101902163,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,698
2022-2023,CAMPUS SUMMARY,101902106,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GOODMAN EL 101902106,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,466
2022-2023,CAMPUS SUMMARY,101902106,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GOODMAN EL 101902106,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,42
2022-2023,CAMPUS SUMMARY,101902106,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GOODMAN EL 101902106,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,77
2022-2023,CAMPUS SUMMARY,101902048,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GRANTHAM ACADEMY 101902048,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1205
2022-2023,CAMPUS SUMMARY,101902048,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GRANTHAM ACADEMY 101902048,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,400
2022-2023,CAMPUS SUMMARY,101902048,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GRANTHAM ACADEMY 101902048,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,1562
2022-2023,CAMPUS SUMMARY,101902125,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GRAY EL 101902125,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,535
2022-2023,CAMPUS SUMMARY,101902125,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GRAY EL 101902125,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,20
2022-2023,CAMPUS SUMMARY,101902125,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GRAY EL 101902125,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,27
2022-2023,CAMPUS SUMMARY,101902135,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GREENSPOINT EL 101902135,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,839
2022-2023,CAMPUS SUMMARY,101902135,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GREENSPOINT EL 101902135,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,57
2022-2023,CAMPUS SUMMARY,101902135,4,ALDINE ISD 101902,TRADITIONAL ISD/CSD,GREENSPOINT EL 101902135,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,109
